model,price,transmission,mileage,fuelType,age,engineSize
 Focus,17199,Manual,4928,Diesel,2,1.14
 Focus,17197,Manual,22093,Diesel,4,1.26
 Focus,17195,Manual,10342,Petrol,2,1
 Focus,17195,Manual,9510,Petrol,2,1
 Focus,17190,Manual,6744,Petrol,2,1
 Focus,17182,Manual,15672,Petrol,3,1.26
 Focus,17170,Manual,5641,Petrol,2,1
 Focus,17160,Automatic,6214,Petrol,2,1
 Focus,17155,Manual,12086,Diesel,2,1.14
 Focus,17150,Automatic,10472,Petrol,2,1
 Focus,17150,Manual,10633,Petrol,2,1
 Focus,17150,Automatic,10472,Petrol,2,1
 Focus,17150,Automatic,10472,Petrol,2,1
 Focus,17150,Automatic,10472,Petrol,2,1
 Focus,17145,Manual,6447,Diesel,2,1.14
 Focus,17145,Manual,6447,Diesel,2,1.14
 Focus,17145,Manual,6447,Diesel,2,1.14
 Focus,17145,Manual,6447,Diesel,2,1.14
 Focus,17140,Manual,7987,Petrol,2,1
 Focus,17125,Automatic,1858,Petrol,2,1
 Focus,17098,Manual,22431,Diesel,4,1.26
 Focus,17060,Manual,9000,Diesel,3,1.26
 Focus,17030,Manual,8439,Petrol,2,1.14
 Focus,17020,Manual,12580,Petrol,2,1
 Focus,17000,Manual,4920,Diesel,2,1.14
 Focus,17000,Manual,26041,Diesel,4,1.26
 Focus,17000,Manual,3745,Petrol,2,1
 Focus,17000,Manual,10998,Petrol,2,1
 Focus,17000,Manual,11856,Diesel,4,1.26
 Focus,17000,Manual,11518,Petrol,4,1.26
 Focus,17000,Manual,11587,Diesel,3,1.26
 Focus,17000,Manual,14903,Diesel,3,1.26
 Focus,17000,Manual,12657,Diesel,3,1.26
 Focus,17000,Manual,8288,Petrol,2,1
 Focus,17000,Manual,17456,Diesel,5,1.26
 Focus,17000,Manual,11910,Petrol,3,1
 Focus,17000,Manual,9960,Petrol,2,1
 Focus,17000,Manual,4853,Petrol,3,1
 Focus,17000,Automatic,7262,Diesel,2,1.14
 Focus,17000,Manual,11740,Petrol,2,1
 Focus,17000,Manual,6337,Petrol,2,1
 Focus,17000,Automatic,4500,Petrol,2,1
 Focus,17000,Manual,7600,Petrol,2,1
 Focus,17000,Manual,6000,Petrol,2,1
 Focus,17000,Manual,14000,Petrol,2,1
 Focus,17000,Automatic,3790,Diesel,2,1.26
 Focus,17000,Manual,14146,Petrol,2,1.14
 Focus,17000,Manual,1500,Petrol,2,1
 Focus,17000,Manual,31357,Petrol,4,1.26
 Focus,17000,Automatic,16556,Diesel,3,1.14
 Focus,17000,Manual,4076,Petrol,1,1
 Focus,17000,Manual,17510,Petrol,4,1.26
 Focus,16999,Manual,10000,Petrol,2,1
 Focus,16999,Manual,7865,Petrol,2,1
 Focus,16999,Manual,10983,Petrol,3,1
 Focus,16999,Manual,26592,Petrol,4,1.26
 Focus,16999,Manual,7530,Diesel,3,1.14
 Focus,16999,Manual,4933,Petrol,2,1
 Focus,16999,Manual,8900,Petrol,2,1
 Focus,16999,Manual,9577,Diesel,3,1.14
 Focus,16999,Manual,3211,Petrol,2,1
 Focus,16999,Manual,21028,Diesel,3,1.14
 Focus,16999,Manual,4714,Diesel,2,1.14
 Focus,16999,Manual,3774,Diesel,2,1.14
 Focus,16998,Manual,10476,Petrol,2,1
 Focus,16998,Manual,20647,Petrol,2,1
 Focus,16998,Automatic,8703,Petrol,2,1.14
 Focus,16998,Manual,19936,Petrol,2,1
 Focus,16998,Manual,7924,Diesel,2,1.14
 Focus,16998,Manual,45854,Petrol,4,1.26
 Focus,16998,Manual,14206,Petrol,2,1
 Focus,16998,Automatic,30393,Diesel,4,1.26
 Focus,16998,Manual,8657,Diesel,2,1.14
 Focus,16998,Manual,15888,Petrol,2,1
 Focus,16998,Manual,17589,Petrol,5,1.26
 Focus,16998,Manual,19322,Petrol,2,1
 Focus,16998,Manual,6092,Petrol,2,1
 Focus,16998,Automatic,4286,Diesel,2,1.14
 Focus,16998,Manual,15608,Petrol,2,1
 Focus,16998,Automatic,6641,Diesel,2,1.26
 Focus,16998,Manual,23178,Petrol,2,1
 Focus,16998,Manual,21480,Petrol,2,1
 Focus,16998,Manual,31925,Diesel,3,1.26
 Focus,16998,Manual,16018,Petrol,5,1.26
 Focus,16998,Manual,14907,Petrol,2,1
 Focus,16998,Automatic,16919,Petrol,2,1
 Focus,16998,Manual,18274,Petrol,2,1
 Focus,16998,Manual,18678,Diesel,3,1.14
 Focus,16998,Manual,12526,Petrol,2,1
 Focus,16998,Manual,21284,Diesel,3,1.14
 Focus,16998,Manual,11651,Petrol,2,1
 Focus,16998,Manual,29068,Diesel,4,1.26
 Focus,16998,Manual,12926,Petrol,2,1
 Focus,16998,Manual,18875,Petrol,2,1
 Focus,16998,Manual,21277,Petrol,2,1
 Focus,16998,Manual,13998,Petrol,2,1
 Focus,16998,Manual,18040,Petrol,2,1
 Focus,16998,Manual,16410,Petrol,2,1
 Focus,16998,Manual,8488,Diesel,3,1.26
 Focus,16998,Manual,10213,Petrol,3,1
 Focus,16998,Manual,22859,Petrol,2,1
 Focus,16998,Manual,11370,Diesel,2,1.14
 Focus,16998,Manual,17819,Petrol,2,1
 Focus,16998,Manual,13255,Petrol,2,1
 Focus,16998,Manual,13039,Petrol,2,1
 Focus,16998,Manual,4152,Petrol,2,1
 Focus,16998,Manual,5568,Petrol,2,1
 Focus,16997,Manual,6837,Petrol,2,1
 Focus,16997,Manual,8954,Petrol,3,1
 Focus,16997,Manual,17343,Petrol,4,1.26
 Focus,16995,Manual,10000,Diesel,2,1.14
 Focus,16995,Manual,10584,Diesel,2,1.14
 Focus,16995,Manual,27000,Petrol,4,1.26
 Focus,16995,Manual,17493,Diesel,4,1.26
 Focus,16995,Automatic,9299,Diesel,2,1.26
 Focus,16995,Manual,10269,Diesel,2,1.14
 Focus,16995,Manual,16250,Petrol,3,1
 Focus,16995,Manual,39684,Diesel,4,1.26
 Focus,16995,Manual,8720,Diesel,2,1.14
 Focus,16995,Manual,12700,Petrol,2,1
 Focus,16995,Automatic,10688,Diesel,3,1.14
 Focus,16995,Manual,23874,Diesel,4,1.26
 Focus,16995,Manual,13306,Petrol,2,1
 Focus,16995,Manual,7660,Petrol,3,1
 Focus,16995,Manual,9366,Petrol,3,1
 Focus,16995,Manual,4777,Petrol,2,1
 Focus,16991,Manual,7223,Petrol,3,1
 Focus,16991,Manual,8735,Petrol,2,1
 Focus,16990,Manual,8668,Petrol,2,1
 Focus,16990,Manual,8348,Petrol,3,1
 Focus,16990,Manual,7546,Petrol,2,1
 Focus,16990,Manual,19500,Petrol,3,1
 Focus,16990,Manual,10194,Petrol,2,1
 Focus,16990,Manual,3788,Petrol,2,1
 Focus,16989,Manual,2120,Petrol,2,1
 Focus,16982,Manual,4000,Petrol,2,1
 Focus,16980,Semi-Auto,25782,Diesel,4,1.26
 Focus,16980,Manual,24290,Petrol,4,1.26
 Focus,16980,Semi-Auto,32000,Diesel,4,1.26
 Focus,16980,Manual,2705,Diesel,2,1.14
 Focus,16975,Manual,290,Petrol,2,1
 Focus,16970,Manual,5922,Diesel,2,1.14
 Focus,16970,Manual,5802,Petrol,2,1
 Focus,16958,Manual,24399,Petrol,4,1.26
 Focus,16950,Manual,11883,Petrol,2,1
 Focus,16950,Manual,11939,Petrol,2,1
 Focus,16950,Manual,2684,Petrol,3,1.26
 Focus,16950,Manual,30815,Petrol,4,1.26
 Focus,16950,Manual,9212,Petrol,2,1
 Focus,16950,Manual,7687,Petrol,3,1
 Focus,16950,Manual,1592,Petrol,2,1
 Focus,16950,Manual,26140,Petrol,4,1.26
 Focus,16950,Manual,15453,Petrol,4,1.26
 Focus,16950,Manual,17856,Petrol,4,1.26
 Focus,16950,Manual,11939,Petrol,2,1
 Focus,16950,Manual,11883,Petrol,2,1
 Focus,16950,Manual,11939,Petrol,2,1
 Focus,16950,Manual,11883,Petrol,2,1
 Focus,16950,Manual,11939,Petrol,2,1
 Focus,16950,Manual,11883,Petrol,2,1
 Focus,16938,Manual,4833,Petrol,2,1
 Focus,16937,Manual,18651,Diesel,2,1.14
 Focus,16920,Manual,13516,Petrol,2,1.14
 Focus,16920,Manual,4596,Diesel,2,1.14
 Focus,16920,Manual,16825,Petrol,5,1.26
 Focus,16920,Manual,13516,Petrol,2,1.14
 Focus,16920,Manual,13516,Petrol,2,1.14
 Focus,16920,Manual,13516,Petrol,2,1.14
 Focus,16900,Manual,1187,Petrol,2,1
 Focus,16900,Manual,7149,Diesel,5,1.26
 Focus,16900,Manual,17735,Diesel,4,1.26
 Focus,16900,Manual,9300,Petrol,2,1
 Focus,16900,Manual,21931,Petrol,3,1.26
 Focus,16899,Manual,7000,Diesel,2,1.14
 Focus,16899,Manual,11533,Petrol,3,1
 Focus,16899,Manual,21065,Petrol,4,1.26
 Focus,16899,Manual,16222,Diesel,4,1.26
 Focus,16899,Automatic,11997,Petrol,2,1.14
 Focus,16890,Manual,23365,Petrol,4,1.26
 Focus,16890,Manual,9938,Diesel,2,1.14
 Focus,16880,Manual,6500,Petrol,2,1
 Focus,16850,Manual,13452,Petrol,2,1
 Focus,16850,Manual,13452,Petrol,2,1
 Focus,16850,Manual,13452,Petrol,2,1
 Focus,16850,Manual,13452,Petrol,2,1
 Focus,16840,Manual,7358,Petrol,2,1
 Focus,16840,Manual,7358,Petrol,2,1
 Focus,16840,Manual,7358,Petrol,2,1
 Focus,16840,Manual,7358,Petrol,2,1
 Focus,16810,Manual,20841,Petrol,5,1.26
 Focus,16800,Manual,19388,Petrol,3,1
 Focus,16800,Manual,7241,Petrol,2,1
 Focus,16800,Manual,12750,Diesel,2,1.14
 Focus,16800,Manual,30,Petrol,2,1
 Focus,16800,Manual,1786,Petrol,2,1
 Focus,16800,Automatic,4000,Diesel,2,1.14
 Focus,16800,Automatic,2220,Diesel,2,1.14
 Focus,16799,Manual,4660,Petrol,2,1
 Focus,16799,Automatic,14196,Diesel,3,1.14
 Focus,16798,Manual,15646,Diesel,5,1.26
 Focus,16798,Manual,18215,Petrol,4,1.26
 Focus,16798,Manual,13691,Petrol,2,1
 Focus,16798,Manual,17998,Petrol,2,1
 Focus,16798,Manual,13415,Petrol,2,1
 Focus,16798,Manual,15305,Diesel,2,1.26
 Focus,16797,Manual,4523,Petrol,2,1
 Focus,16795,Manual,20385,Diesel,4,1.26
 Focus,16780,Manual,3075,Petrol,2,1
 Focus,16777,Manual,13400,Petrol,5,1.26
 Focus,16770,Manual,3200,Petrol,2,1
 Focus,16770,Manual,12942,Diesel,2,1.14
 Focus,16767,Manual,14203,Diesel,4,1.26
 Focus,16757,Automatic,24187,Diesel,4,1.26
 Focus,16750,Manual,10567,Petrol,3,1
 Focus,16750,Manual,10561,Petrol,3,1
 Focus,16730,Manual,16447,Diesel,4,1.26
 Focus,16730,Manual,4725,Petrol,2,1
 Focus,16700,Manual,7590,Petrol,2,1
 Focus,16700,Manual,11968,Petrol,5,1.26
 Focus,16700,Manual,7732,Petrol,3,1
 Focus,16700,Manual,9000,Diesel,5,1.26
 Focus,16700,Manual,14310,Petrol,2,1
 Focus,16700,Manual,5126,Petrol,2,1
 Focus,16700,Automatic,12555,Petrol,2,1
 Focus,16700,Manual,11281,Petrol,2,1
 Focus,16700,Semi-Auto,30120,Diesel,4,1.26
 Focus,16700,Manual,7590,Petrol,2,1
 Focus,16700,Manual,7590,Petrol,2,1
 Focus,16700,Manual,7590,Petrol,2,1
 Focus,16699,Manual,14728,Petrol,4,1.26
 Focus,16698,Manual,4542,Petrol,2,1
 Focus,16698,Manual,24498,Diesel,4,1.26
 Focus,16698,Manual,18633,Petrol,4,1.26
 Focus,16698,Manual,18697,Petrol,2,1
 Focus,16698,Manual,27542,Diesel,4,1.26
 Focus,16690,Manual,24692,Petrol,4,1.26
 Focus,16690,Manual,19091,Petrol,3,1.26
 Focus,16655,Manual,12119,Petrol,2,1.14
 Focus,16655,Manual,12119,Petrol,2,1.14
 Focus,16655,Manual,12119,Petrol,2,1.14
 Focus,16655,Manual,12119,Petrol,2,1.14
 Focus,16650,Automatic,13437,Petrol,2,1
 Focus,16640,Manual,7864,Petrol,2,1
 Focus,16635,Automatic,9675,Petrol,2,1
 Focus,16635,Automatic,9675,Petrol,2,1
 Focus,16635,Automatic,9675,Petrol,2,1
 Focus,16635,Automatic,9675,Petrol,2,1
 Focus,16629,Manual,3575,Petrol,2,1
 Focus,16625,Manual,12690,Petrol,3,1
 Focus,16605,Manual,13774,Diesel,2,1.14
 Focus,16605,Manual,13774,Diesel,2,1.14
 Focus,16605,Manual,13774,Diesel,2,1.14
 Focus,16605,Manual,13774,Diesel,2,1.14
 Focus,16600,Manual,12500,Diesel,2,1.14
 Focus,16600,Manual,5283,Diesel,2,1.14
 Focus,16600,Automatic,7000,Petrol,2,1
 Focus,16599,Automatic,12238,Petrol,2,1
 Focus,16598,Automatic,11256,Petrol,2,1
 Focus,16598,Automatic,12560,Petrol,2,1
 Focus,16597,Manual,19065,Petrol,5,1.26
 Focus,16569,Manual,2828,Petrol,2,1
 Focus,16530,Manual,5000,Petrol,2,1
 Focus,16525,Automatic,3220,Diesel,2,1.26
 Focus,16500,Manual,11958,Diesel,2,1.14
 Focus,16500,Manual,5910,Petrol,2,1.14
 Focus,16500,Manual,21617,Diesel,4,1.26
 Focus,16500,Manual,18549,Petrol,4,1.26
 Focus,16500,Manual,2901,Petrol,2,1
 Focus,16500,Manual,2886,Petrol,2,1
 Focus,16500,Manual,38565,Diesel,4,1.26
 Focus,16500,Manual,8781,Diesel,3,1.14
 Focus,16500,Manual,5085,Diesel,2,1.14
 Focus,16500,Manual,1010,Diesel,2,1.14
 Focus,16500,Manual,3088,Diesel,2,1.14
 Focus,16500,Manual,3404,Petrol,2,1
 Focus,16500,Manual,28189,Petrol,4,1.26
 Focus,16500,Manual,22730,Diesel,4,1.26
 Focus,16500,Manual,14151,Petrol,2,1.14
 Focus,16500,Manual,5400,Petrol,2,1
 Focus,16500,Manual,4974,Petrol,2,1
 Focus,16500,Manual,2078,Petrol,2,1.14
 Focus,16500,Manual,9066,Petrol,2,1
 Focus,16500,Manual,13500,Diesel,2,1.14
 Focus,16500,Automatic,13777,Petrol,2,1
 Focus,16500,Manual,19709,Petrol,4,1.26
 Focus,16500,Manual,10045,Petrol,2,1
 Focus,16500,Manual,10045,Petrol,2,1
 Focus,16500,Manual,10045,Petrol,2,1
 Focus,16500,Manual,10045,Petrol,2,1
 Focus,16500,Manual,4591,Petrol,2,1
 Focus,16499,Manual,10000,Petrol,2,1
 Focus,16499,Manual,7642,Diesel,2,1.14
 Focus,16499,Manual,13331,Petrol,2,1
 Focus,16499,Manual,9862,Petrol,2,1
 Focus,16499,Manual,8110,Petrol,2,1.14
 Focus,16499,Manual,13728,Petrol,2,1
 Focus,16499,Manual,6324,Diesel,3,1.14
 Focus,16499,Manual,4615,Petrol,2,1
 Focus,16499,Manual,3260,Petrol,2,1
 Focus,16499,Manual,5663,Petrol,2,1
 Focus,16499,Manual,32253,Diesel,4,1.26
 Focus,16498,Manual,18506,Diesel,4,1.26
 Focus,16498,Manual,2936,Petrol,2,1
 Focus,16498,Manual,4930,Petrol,2,1
 Focus,16498,Manual,14645,Petrol,2,1
 Focus,16498,Manual,13699,Diesel,2,1.14
 Focus,16498,Manual,6619,Diesel,2,1.26
 Focus,16498,Manual,19097,Diesel,4,1.26
 Focus,16498,Manual,23599,Petrol,5,1.26
 Focus,16498,Automatic,12245,Petrol,2,1
 Focus,16498,Manual,9557,Petrol,2,1
 Focus,16498,Automatic,12368,Diesel,2,1.14
 Focus,16498,Automatic,12325,Petrol,2,1
 Focus,16498,Automatic,13701,Petrol,2,1
 Focus,16498,Manual,5528,Petrol,2,1
 Focus,16498,Manual,7866,Petrol,2,1
 Focus,16495,Manual,33770,Petrol,4,1.26
 Focus,16495,Manual,7137,Petrol,2,1
 Focus,16495,Automatic,11689,Petrol,2,1
 Focus,16495,Manual,4211,Petrol,2,1
 Focus,16495,Manual,7820,Petrol,2,1
 Focus,16495,Manual,15721,Petrol,3,1
 Focus,16495,Manual,7045,Petrol,2,1
 Focus,16495,Manual,11130,Petrol,2,1
 Focus,16495,Manual,24344,Petrol,3,1
 Focus,16495,Manual,7745,Petrol,2,1
 Focus,16495,Manual,6344,Petrol,2,1
 Focus,16495,Manual,34207,Diesel,3,1.26
 Focus,16492,Manual,16449,Petrol,4,1.26
 Focus,16491,Automatic,18512,Diesel,2,1.14
 Focus,16491,Manual,13631,Petrol,3,1
 Focus,16490,Manual,15750,Petrol,4,1.26
 Focus,16489,Manual,17155,Diesel,4,1.26
 Focus,16481,Manual,11407,Diesel,2,1.14
 Focus,16479,Manual,2596,Petrol,3,1
 Focus,16479,Manual,24547,Petrol,5,1.26
 Focus,16479,Manual,18332,Diesel,3,1.14
 Focus,16479,Manual,9,Petrol,2,1
 Focus,16477,Manual,292,Petrol,2,1
 Focus,16470,Manual,9083,Petrol,2,1
 Focus,16460,Manual,19800,Petrol,3,1.26
 Focus,16450,Manual,12677,Petrol,2,1
 Focus,16450,Manual,6108,Petrol,2,1
 Focus,16450,Manual,6697,Diesel,2,1.14
 Focus,16450,Manual,4651,Petrol,2,1
 Focus,16450,Manual,12677,Petrol,2,1
 Focus,16450,Manual,12677,Petrol,2,1
 Focus,16450,Manual,12677,Petrol,2,1
 Focus,16440,Automatic,16199,Petrol,2,1
 Focus,16440,Automatic,16199,Petrol,2,1
 Focus,16440,Automatic,16199,Petrol,2,1
 Focus,16440,Automatic,16199,Petrol,2,1
 Focus,16425,Manual,15272,Petrol,2,1
 Focus,16425,Manual,15272,Petrol,2,1
 Focus,16425,Manual,15272,Petrol,2,1
 Focus,16425,Manual,15272,Petrol,2,1
 Focus,16420,Automatic,10554,Petrol,2,1.14
 Focus,16410,Manual,5,Diesel,2,1.14
 Focus,16410,Manual,13245,Diesel,2,1.14
 Focus,16400,Manual,13706,Petrol,2,1
 Focus,16400,Manual,13240,Petrol,2,1
 Focus,16400,Manual,13816,Petrol,2,1
 Focus,16400,Manual,25771,Diesel,4,1.26
 Focus,16400,Manual,13816,Petrol,2,1
 Focus,16400,Manual,13240,Petrol,2,1
 Focus,16400,Manual,13706,Petrol,2,1
 Focus,16400,Manual,12627,Petrol,2,1
 Focus,16400,Manual,13816,Petrol,2,1
 Focus,16400,Manual,12627,Petrol,2,1
 Focus,16400,Manual,13706,Petrol,2,1
 Focus,16400,Manual,13240,Petrol,2,1
 Focus,16400,Manual,12627,Petrol,2,1
 Focus,16400,Manual,12627,Petrol,2,1
 Focus,16400,Manual,13706,Petrol,2,1
 Focus,16400,Manual,13240,Petrol,2,1
 Focus,16400,Manual,13816,Petrol,2,1
 Focus,16399,Manual,17609,Petrol,3,1
 Focus,16399,Manual,16222,Diesel,4,1.26
 Focus,16399,Manual,10720,Diesel,3,1.26
 Focus,16395,Manual,11594,Diesel,2,1.14
 Focus,16395,Manual,11594,Diesel,2,1.14
 Focus,16395,Manual,11594,Diesel,2,1.14
 Focus,16395,Manual,11594,Diesel,2,1.14
 Focus,16370,Manual,9717,Petrol,4,1.26
 Focus,16360,Manual,4022,Petrol,2,1
 Focus,16350,Manual,14410,Petrol,2,1
 Focus,16350,Manual,14410,Petrol,2,1
 Focus,16350,Manual,13891,Petrol,2,1
 Focus,16350,Manual,14410,Petrol,2,1
 Focus,16350,Manual,13891,Petrol,2,1
 Focus,16350,Manual,13891,Petrol,2,1
 Focus,16350,Manual,14410,Petrol,2,1
 Focus,16350,Manual,13891,Petrol,2,1
 Focus,16345,Manual,9068,Petrol,2,1
 Focus,16345,Manual,9068,Petrol,2,1
 Focus,16345,Manual,9068,Petrol,2,1
 Focus,16345,Manual,9068,Petrol,2,1
 Focus,16330,Manual,7881,Petrol,2,1
 Focus,16300,Manual,5113,Petrol,2,1
 Focus,16300,Manual,4210,Petrol,2,1
 Focus,16300,Automatic,11228,Petrol,2,1
 Focus,16300,Manual,15825,Petrol,2,1
 Focus,16300,Manual,12168,Diesel,2,1.14
 Focus,16300,Manual,12168,Diesel,2,1.14
 Focus,16300,Manual,12168,Diesel,2,1.14
 Focus,16300,Manual,12168,Diesel,2,1.14
 Focus,16299,Manual,16628,Petrol,3,1
 Focus,16299,Manual,5681,Petrol,2,1
 Focus,16299,Manual,13592,Petrol,2,1
 Focus,16298,Manual,14057,Petrol,2,1
 Focus,16298,Automatic,12029,Petrol,2,1
 Focus,16298,Automatic,7097,Diesel,3,1.26
 Focus,16295,Manual,7412,Petrol,2,1
 Focus,16295,Manual,8911,Petrol,2,1
 Focus,16295,Manual,6065,Petrol,2,1
 Focus,16294,Automatic,13000,Petrol,2,1
 Focus,16289,Manual,8724,Diesel,3,1.14
 Focus,16277,Manual,6507,Petrol,3,1
 Focus,16271,Manual,27403,Diesel,4,1.26
 Focus,16250,Manual,28113,Diesel,4,1.26
 Focus,16250,Manual,11027,Diesel,2,1.14
 Focus,16250,Manual,13325,Diesel,2,1.14
 Focus,16250,Manual,13036,Petrol,5,1.26
 Focus,16250,Manual,10816,Petrol,4,1.26
 Focus,16250,Manual,19500,Petrol,5,1.26
 Focus,16230,Manual,14446,Petrol,4,1.26
 Focus,16230,Manual,4924,Petrol,2,1
 Focus,16230,Automatic,16424,Diesel,2,1.14
 Focus,16200,Automatic,9790,Petrol,2,1
 Focus,16200,Manual,8568,Petrol,2,1
 Focus,16200,Manual,19611,Diesel,3,1.26
 Focus,16200,Manual,12263,Petrol,2,1
 Focus,16200,Manual,8166,Petrol,2,1
 Focus,16200,Manual,12981,Petrol,2,1
 Focus,16200,Manual,2982,Petrol,2,1
 Focus,16199,Manual,6321,Petrol,2,1
 Focus,16195,Manual,8132,Petrol,2,1
 Focus,16195,Automatic,440,Petrol,3,1
 Focus,16190,Manual,16519,Petrol,4,1.26
 Focus,16190,Manual,10737,Diesel,2,1.14
 Focus,16160,Automatic,11214,Petrol,2,1
 Focus,16125,Manual,1388,Petrol,2,1.14
 Focus,16110,Manual,16000,Diesel,2,1.14
 Focus,16107,Automatic,2450,Petrol,2,1
 Focus,16107,Automatic,2750,Petrol,2,1
 Focus,16107,Automatic,2750,Petrol,2,1
 Focus,16100,Manual,7539,Petrol,2,1
 Focus,16090,Manual,10805,Diesel,2,1.14
 Focus,16090,Manual,13696,Diesel,2,1.14
 Focus,16090,Manual,5473,Petrol,2,1
 Focus,16090,Manual,10805,Diesel,2,1.14
 Focus,16090,Manual,10805,Diesel,2,1.14
 Focus,16090,Manual,10805,Diesel,2,1.14
 Focus,16073,Manual,12820,Petrol,2,1
 Focus,16051,Manual,11035,Petrol,4,1.26
 Focus,16040,Manual,13471,Petrol,2,1
 Focus,16040,Manual,11535,Diesel,2,1.14
 Focus,16040,Manual,13737,Petrol,2,1
 Focus,16040,Manual,11834,Diesel,2,1.14
 Focus,16040,Manual,12250,Diesel,2,1.14
 Focus,16040,Manual,13471,Petrol,2,1
 Focus,16040,Manual,11535,Diesel,2,1.14
 Focus,16040,Manual,11834,Diesel,2,1.14
 Focus,16040,Manual,13737,Petrol,2,1
 Focus,16040,Manual,13471,Petrol,2,1
 Focus,16040,Manual,11535,Diesel,2,1.14
 Focus,16040,Manual,13471,Petrol,2,1
 Focus,16040,Manual,11535,Diesel,2,1.14
 Focus,16040,Manual,13737,Petrol,2,1
 Focus,16040,Manual,11834,Diesel,2,1.14
 Focus,16040,Manual,13737,Petrol,2,1
 Focus,16040,Manual,11834,Diesel,2,1.14
 Focus,16035,Manual,9943,Petrol,2,1
 Focus,16035,Manual,9943,Petrol,2,1
 Focus,16035,Manual,9943,Petrol,2,1
 Focus,16035,Manual,9943,Petrol,2,1
 Focus,16030,Manual,10111,Diesel,2,1.14
 Focus,16030,Manual,9145,Diesel,2,1.14
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Manual,8664,Petrol,2,1
 Focus,16000,Manual,3132,Diesel,2,1.14
 Focus,16000,Manual,5000,Petrol,2,1
 Focus,16000,Manual,17000,Petrol,4,1.26
 Focus,16000,Automatic,10738,Diesel,2,1.14
 Focus,16000,Manual,23708,Petrol,4,1.26
 Focus,16000,Manual,10592,Petrol,2,1
 Focus,16000,Manual,9209,Petrol,2,1
 Focus,16000,Manual,9493,Petrol,2,1
 Focus,16000,Manual,21650,Petrol,3,1
 Focus,16000,Manual,8325,Petrol,2,1
 Focus,16000,Manual,9699,Petrol,3,1
 Focus,16000,Manual,10263,Petrol,2,1
 Focus,16000,Manual,12702,Petrol,3,1
 Focus,16000,Manual,14023,Petrol,3,1
 Focus,16000,Manual,7400,Petrol,2,1
 Focus,16000,Manual,10754,Diesel,3,1.14
 Focus,16000,Manual,38359,Diesel,4,1.26
 Focus,16000,Automatic,25181,Diesel,3,1.14
 Focus,16000,Manual,12898,Diesel,3,1.14
 Focus,16000,Manual,19193,Petrol,4,1.26
 Focus,16000,Manual,14412,Petrol,3,1
 Focus,16000,Manual,20283,Diesel,4,1.26
 Focus,16000,Manual,6220,Petrol,2,1
 Focus,16000,Manual,124,Petrol,3,1
 Focus,16000,Manual,22060,Petrol,4,1.26
 Focus,16000,Manual,8239,Petrol,2,1
 Focus,16000,Manual,7071,Petrol,2,1
 Focus,16000,Manual,19924,Diesel,2,1.14
 Focus,16000,Manual,11979,Petrol,2,1
 Focus,16000,Manual,17800,Petrol,5,1.26
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Manual,6894,Petrol,2,1
 Focus,16000,Manual,4500,Petrol,2,1
 Focus,16000,Automatic,5675,Diesel,3,1.14
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Manual,6348,Petrol,2,1
 Focus,16000,Manual,26672,Petrol,2,1
 Focus,16000,Manual,8497,Diesel,2,1.14
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,16000,Manual,19834,Petrol,5,1.26
 Focus,16000,Automatic,5367,Petrol,2,1
 Focus,15999,Manual,33210,Diesel,3,1.14
 Focus,15999,Manual,8000,Diesel,3,1.14
 Focus,15999,Manual,6000,Diesel,3,1.14
 Focus,15999,Manual,9621,Petrol,3,1
 Focus,15999,Manual,3796,Diesel,3,1.14
 Focus,15999,Manual,14296,Petrol,2,1
 Focus,15999,Manual,22334,Petrol,3,1.26
 Focus,15999,Manual,6890,Petrol,2,1
 Focus,15999,Manual,7873,Diesel,3,1.14
 Focus,15999,Manual,16582,Petrol,3,1.26
 Focus,15999,Manual,4857,Petrol,2,1
 Focus,15999,Manual,15000,Petrol,2,1
 Focus,15999,Manual,8340,Petrol,2,1
 Focus,15999,Manual,8706,Diesel,2,1.14
